algo,k,num_threads,time
ParPermutation,1000000,12,728
ParPermutation,1000000,12,728
ParPermutation,1000000,12,734
ParPermutation,5000000,12,792
ParPermutation,5000000,12,787
ParPermutation,5000000,12,791
ParPermutation,10000000,12,857
ParPermutation,10000000,12,864
ParPermutation,10000000,12,853
ParPermutation,50000000,12,1473
ParPermutation,50000000,12,1474
ParPermutation,50000000,12,1470
ParPermutation,100000000,12,2337
ParPermutation,100000000,12,2336
ParPermutation,100000000,12,2340
ParPermutation,500000000,12,16829
ParPermutation,500000000,12,16797
ParPermutation,500000000,12,16769
ParPermutationFull,50000,12,16798
ParPermutationFull,50000,12,16752
ParPermutationFull,50000,12,16819
ParPermutationFull,100000,12,16791
ParPermutationFull,100000,12,16856
ParPermutationFull,100000,12,16738
ParPermutationFull,500000,12,16818
ParPermutationFull,500000,12,16690
ParPermutationFull,500000,12,16824
ParPermutationFull,1000000,12,16725
ParPermutationFull,1000000,12,16745
ParPermutationFull,1000000,12,16798
ParPermutationFull,5000000,12,16777
ParPermutationFull,5000000,12,16833
ParPermutationFull,5000000,12,16741
ParPermutationFull,10000000,12,16810
ParPermutationFull,10000000,12,16869
ParPermutationFull,10000000,12,16780
ParPermutationFull,50000000,12,16823
ParPermutationFull,50000000,12,16745
ParPermutationFull,50000000,12,16758
ParPermutationFull,100000000,12,16843
ParPermutationFull,100000000,12,16777
ParPermutationFull,100000000,12,16785
ParPermutationFull,500000000,12,16791
ParPermutationFull,500000000,12,16837
ParPermutationFull,500000000,12,16841
ParPriority,499999999,12,4902
ParPriority,499999999,12,4715
ParPriority,499999999,12,4782
Naive,250000000,12,105652
Naive,250000000,12,105972
Naive,250000000,12,108132
SeqPriority,250000000,12,9630
SeqPriority,250000000,12,10031
SeqPriority,250000000,12,9522
ParPriority,250000000,12,4503
ParPriority,250000000,12,4373
ParPriority,250000000,12,4538
SeqPermutation,250000000,12,79852
SeqPermutation,250000000,12,79899
SeqPermutation,250000000,12,79858
SeqPermutationFull,250000000,12,12208
SeqPermutationFull,250000000,12,12197
SeqPermutationFull,250000000,12,12190
ParPermutation,250000000,12,5714
ParPermutation,250000000,12,5716
ParPermutation,250000000,12,5711
ParPermutationFull,250000000,12,16750
ParPermutationFull,250000000,12,16752
ParPermutationFull,250000000,12,16787
Naive,150000000,12,63426
Naive,150000000,12,63159
Naive,150000000,12,63360
Naive,400000000,12,166983
Naive,400000000,12,166509
Naive,400000000,12,166806
SeqPriority,150000000,12,9112
SeqPriority,150000000,12,9359
SeqPriority,150000000,12,8321
SeqPriority,400000000,12,9056
SeqPriority,400000000,12,8255
SeqPriority,400000000,12,8256
ParPriority,150000000,12,4323
ParPriority,150000000,12,4363
ParPriority,150000000,12,4242
ParPriority,400000000,12,4759
ParPriority,400000000,12,4766
ParPriority,400000000,12,4764
SeqPermutation,150000000,12,53703
SeqPermutation,150000000,12,52846
SeqPermutation,150000000,12,53671
SeqPermutation,400000000,12,116928
SeqPermutation,400000000,12,115009
SeqPermutation,400000000,12,116774
SeqPermutationFull,150000000,12,12215
SeqPermutationFull,150000000,12,12197
SeqPermutationFull,150000000,12,12217
SeqPermutationFull,400000000,12,12212
SeqPermutationFull,400000000,12,12214
SeqPermutationFull,400000000,12,12208
ParPermutation,150000000,12,3322
ParPermutation,150000000,12,3321
ParPermutation,150000000,12,3321
ParPermutation,400000000,12,10853
ParPermutation,400000000,12,10854
ParPermutation,400000000,12,10848
ParPermutationFull,150000000,12,16724
ParPermutationFull,150000000,12,16823
ParPermutationFull,150000000,12,16788
ParPermutationFull,400000000,12,16833
ParPermutationFull,400000000,12,16770
ParPermutationFull,400000000,12,16736
