algo,k,num_threads,time
SeqPermutationCopy,100000,12,14
SeqPermutationCopy,100000,12,14
SeqPermutationCopy,100000,12,13
SeqPermutationCopy,250000,12,32
SeqPermutationCopy,250000,12,32
SeqPermutationCopy,250000,12,32
SeqPermutationCopy,500000,12,70
SeqPermutationCopy,500000,12,67
SeqPermutationCopy,500000,12,69
SeqPermutationCopy,750000,12,126
SeqPermutationCopy,750000,12,124
SeqPermutationCopy,750000,12,124
SeqPermutationCopy,1000000,12,172
SeqPermutationCopy,1000000,12,170
SeqPermutationCopy,1000000,12,168
SeqPermutationCopy,2500000,12,610
SeqPermutationCopy,2500000,12,594
SeqPermutationCopy,2500000,12,599
SeqPermutationCopy,5000000,12,1466
SeqPermutationCopy,5000000,12,1427
SeqPermutationCopy,5000000,12,1421
SeqPermutationCopy,7500000,12,2555
SeqPermutationCopy,7500000,12,2589
SeqPermutationCopy,7500000,12,2557
SeqPermutationCopy,10000000,12,3353
SeqPermutationCopy,10000000,12,3336
SeqPermutationCopy,10000000,12,3313
SeqPermutationCopy,25000000,12,8774
SeqPermutationCopy,25000000,12,8820
SeqPermutationCopy,25000000,12,8796
SeqPermutationCopy,50000000,12,17972
SeqPermutationCopy,50000000,12,17978
SeqPermutationCopy,50000000,12,18005
SeqPermutationFull,25000,12,11656
SeqPermutationFull,25000,12,11660
SeqPermutationFull,25000,12,11661
SeqPermutationFull,50000,12,12104
SeqPermutationFull,50000,12,12064
SeqPermutationFull,50000,12,11857
SeqPermutationFull,75000,12,11783
SeqPermutationFull,75000,12,11778
SeqPermutationFull,75000,12,11689
SeqPermutationFull,100000,12,11729
SeqPermutationFull,100000,12,11837
SeqPermutationFull,100000,12,11759
SeqPermutationFull,250000,12,11814
SeqPermutationFull,250000,12,11811
SeqPermutationFull,250000,12,11793
SeqPermutationFull,500000,12,11804
SeqPermutationFull,500000,12,11832
SeqPermutationFull,500000,12,11816
SeqPermutationFull,750000,12,11766
SeqPermutationFull,750000,12,11805
SeqPermutationFull,750000,12,11812
SeqPermutationFull,1000000,12,11799
SeqPermutationFull,1000000,12,11802
SeqPermutationFull,1000000,12,11830
SeqPermutationFull,2500000,12,11786
SeqPermutationFull,2500000,12,11771
SeqPermutationFull,2500000,12,11844
SeqPermutationFull,5000000,12,11739
SeqPermutationFull,5000000,12,11754
SeqPermutationFull,5000000,12,11801
SeqPermutationFull,7500000,12,11827
SeqPermutationFull,7500000,12,11852
SeqPermutationFull,7500000,12,11820
SeqPermutationFull,10000000,12,11806
SeqPermutationFull,10000000,12,11826
SeqPermutationFull,10000000,12,11793
SeqPermutationFull,25000000,12,11863
SeqPermutationFull,25000000,12,11803
SeqPermutationFull,25000000,12,11816
SeqPermutationFull,50000000,12,11816
SeqPermutationFull,50000000,12,11824
SeqPermutationFull,50000000,12,11777
ParPermutation,25000,12,728
ParPermutation,25000,12,718
ParPermutation,25000,12,734
ParPermutation,50000,12,722
ParPermutation,50000,12,716
ParPermutation,50000,12,724
ParPermutation,75000,12,726
ParPermutation,75000,12,728
ParPermutation,75000,12,726
ParPermutation,100000,12,721
ParPermutation,100000,12,727
ParPermutation,100000,12,729
ParPermutation,250000,12,725
ParPermutation,250000,12,716
ParPermutation,250000,12,721
ParPermutation,500000,12,722
ParPermutation,500000,12,740
ParPermutation,500000,12,725
ParPermutation,750000,12,735
ParPermutation,750000,12,732
ParPermutation,750000,12,725
ParPermutation,1000000,12,735
ParPermutation,1000000,12,734
ParPermutation,1000000,12,727
ParPermutation,2500000,12,750
ParPermutation,2500000,12,757
ParPermutation,2500000,12,753
ParPermutation,5000000,12,796
ParPermutation,5000000,12,788
ParPermutation,5000000,12,795
ParPermutation,7500000,12,825
ParPermutation,7500000,12,826
ParPermutation,7500000,12,826
ParPermutation,10000000,12,877
ParPermutation,10000000,12,864
ParPermutation,10000000,12,865
ParPermutation,25000000,12,1080
ParPermutation,25000000,12,1076
ParPermutation,25000000,12,1088
ParPermutation,50000000,12,1474
ParPermutation,50000000,12,1470
ParPermutation,50000000,12,1469
ParPermutationFull,25000,12,16774
ParPermutationFull,25000,12,16826
ParPermutationFull,25000,12,16777
ParPermutationFull,50000,12,16755
ParPermutationFull,50000,12,16807
ParPermutationFull,50000,12,16797
ParPermutationFull,75000,12,16808
ParPermutationFull,75000,12,16769
ParPermutationFull,75000,12,16742
ParPermutationFull,100000,12,16783
ParPermutationFull,100000,12,16849
ParPermutationFull,100000,12,16811
ParPermutationFull,250000,12,16800
ParPermutationFull,250000,12,16728
ParPermutationFull,250000,12,16782
ParPermutationFull,500000,12,16806
ParPermutationFull,500000,12,16757
ParPermutationFull,500000,12,16773
ParPermutationFull,750000,12,16805
ParPermutationFull,750000,12,16737
ParPermutationFull,750000,12,16807
ParPermutationFull,1000000,12,16783
ParPermutationFull,1000000,12,16847
ParPermutationFull,1000000,12,16873
ParPermutationFull,2500000,12,16769
ParPermutationFull,2500000,12,16785
ParPermutationFull,2500000,12,16848
ParPermutationFull,5000000,12,16834
ParPermutationFull,5000000,12,16782
ParPermutationFull,5000000,12,16768
ParPermutationFull,7500000,12,16830
ParPermutationFull,7500000,12,16824
ParPermutationFull,7500000,12,16749
ParPermutationFull,10000000,12,16792
ParPermutationFull,10000000,12,16756
ParPermutationFull,10000000,12,16759
ParPermutationFull,25000000,12,16807
ParPermutationFull,25000000,12,16776
ParPermutationFull,25000000,12,16773
ParPermutationFull,50000000,12,16793
ParPermutationFull,50000000,12,16786
ParPermutationFull,50000000,12,16814
