algo,k,num_threads,time
SeqPriority,25000000,24,7562
SeqPriority,25000000,24,7243
SeqPriority,50000000,24,6455
SeqPriority,50000000,24,6403
SeqPriority,50000000,24,6645
ParPriority,25000,24,2892
ParPriority,25000,24,2906
ParPriority,25000,24,2896
ParPriority,50000,24,2914
ParPriority,50000,24,2865
ParPriority,50000,24,2890
ParPriority,75000,24,2921
ParPriority,75000,24,3126
ParPriority,75000,24,2866
ParPriority,100000,24,3109
ParPriority,100000,24,2903
ParPriority,100000,24,2953
ParPriority,250000,24,2889
ParPriority,250000,24,2869
ParPriority,250000,24,2926
ParPriority,500000,24,2889
ParPriority,500000,24,2909
ParPriority,500000,24,2875
ParPriority,750000,24,3084
ParPriority,750000,24,2968
ParPriority,750000,24,2882
ParPriority,1000000,24,2906
ParPriority,1000000,24,3066
ParPriority,1000000,24,2931
ParPriority,2500000,24,3112
ParPriority,2500000,24,2909
ParPriority,2500000,24,2931
ParPriority,5000000,24,3094
ParPriority,5000000,24,3221
ParPriority,5000000,24,3109
ParPriority,7500000,24,3068
ParPriority,7500000,24,3116
ParPriority,7500000,24,3149
ParPriority,10000000,24,3177
ParPriority,10000000,24,3114
ParPriority,10000000,24,3069
ParPriority,25000000,24,3128
ParPriority,25000000,24,3182
ParPriority,25000000,24,3353
ParPriority,50000000,24,3210
ParPriority,50000000,24,3203
ParPriority,50000000,24,3207
SeqPermutation,25000,24,3
SeqPermutation,25000,24,3
SeqPermutation,25000,24,3
SeqPermutation,50000,24,6
SeqPermutation,50000,24,6
SeqPermutation,50000,24,6
SeqPermutation,75000,24,9
SeqPermutation,75000,24,9
SeqPermutation,75000,24,9
SeqPermutation,100000,24,13
SeqPermutation,100000,24,13
SeqPermutation,100000,24,13
SeqPermutation,250000,24,33
SeqPermutation,250000,24,33
SeqPermutation,250000,24,33
SeqPermutation,500000,24,69
SeqPermutation,500000,24,68
SeqPermutation,500000,24,69
SeqPermutation,750000,24,126
SeqPermutation,750000,24,125
SeqPermutation,750000,24,131
SeqPermutation,1000000,24,174
SeqPermutation,1000000,24,172
SeqPermutation,1000000,24,178
SeqPermutation,2500000,24,604
SeqPermutation,2500000,24,600
SeqPermutation,2500000,24,625
SeqPermutation,5000000,24,1480
SeqPermutation,5000000,24,1487
SeqPermutation,5000000,24,1486
SeqPermutation,7500000,24,2586
SeqPermutation,7500000,24,2543
SeqPermutation,7500000,24,2521
SeqPermutation,10000000,24,3328
SeqPermutation,10000000,24,3335
SeqPermutation,10000000,24,3294
SeqPermutation,25000000,24,8812
SeqPermutation,25000000,24,8603
SeqPermutation,25000000,24,8484
SeqPermutation,50000000,24,17400
SeqPermutation,50000000,24,17408
SeqPermutation,50000000,24,18026
SeqPermutationCopy,25000,24,3
SeqPermutationCopy,25000,24,3
SeqPermutationCopy,25000,24,3
SeqPermutationCopy,50000,24,6
SeqPermutationCopy,50000,24,6
SeqPermutationCopy,50000,24,6
SeqPermutationCopy,75000,24,9
SeqPermutationCopy,75000,24,9
SeqPermutationCopy,75000,24,9
SeqPermutationCopy,100000,24,13
SeqPermutationCopy,100000,24,13
SeqPermutationCopy,100000,24,13
SeqPermutationCopy,250000,24,32
SeqPermutationCopy,250000,24,32
SeqPermutationCopy,250000,24,32
SeqPermutationCopy,500000,24,67
SeqPermutationCopy,500000,24,68
SeqPermutationCopy,500000,24,67
SeqPermutationCopy,750000,24,127
SeqPermutationCopy,750000,24,128
SeqPermutationCopy,750000,24,119
SeqPermutationCopy,1000000,24,169
SeqPermutationCopy,1000000,24,169
SeqPermutationCopy,1000000,24,169
SeqPermutationCopy,2500000,24,588
SeqPermutationCopy,2500000,24,592
SeqPermutationCopy,2500000,24,590
SeqPermutationCopy,5000000,24,1401
SeqPermutationCopy,5000000,24,1434
SeqPermutationCopy,5000000,24,1431
SeqPermutationCopy,7500000,24,2478
SeqPermutationCopy,7500000,24,2502
SeqPermutationCopy,7500000,24,2517
SeqPermutationCopy,10000000,24,3185
SeqPermutationCopy,10000000,24,3216
SeqPermutationCopy,10000000,24,3204
SeqPermutationCopy,25000000,24,8465
SeqPermutationCopy,25000000,24,8432
SeqPermutationCopy,25000000,24,8419
SeqPermutationCopy,50000000,24,17258
SeqPermutationCopy,50000000,24,17261
SeqPermutationCopy,50000000,24,17255
SeqPermutationFull,25000,24,11823
SeqPermutationFull,25000,24,11830
SeqPermutationFull,25000,24,11841
SeqPermutationFull,50000,24,11821
SeqPermutationFull,50000,24,11840
SeqPermutationFull,50000,24,11832
SeqPermutationFull,75000,24,11805
SeqPermutationFull,75000,24,11793
SeqPermutationFull,75000,24,11818
SeqPermutationFull,100000,24,11800
SeqPermutationFull,100000,24,11792
SeqPermutationFull,100000,24,11775
SeqPermutationFull,250000,24,11800
SeqPermutationFull,250000,24,11734
SeqPermutationFull,250000,24,11727
SeqPermutationFull,500000,24,11805
SeqPermutationFull,500000,24,11751
SeqPermutationFull,500000,24,11736
SeqPermutationFull,750000,24,11822
SeqPermutationFull,750000,24,11815
SeqPermutationFull,750000,24,11850
SeqPermutationFull,1000000,24,11862
SeqPermutationFull,1000000,24,11833
SeqPermutationFull,1000000,24,11854
SeqPermutationFull,2500000,24,11809
SeqPermutationFull,2500000,24,11797
SeqPermutationFull,2500000,24,11841
SeqPermutationFull,5000000,24,11829
SeqPermutationFull,5000000,24,11812
SeqPermutationFull,5000000,24,11798
SeqPermutationFull,7500000,24,11807
SeqPermutationFull,7500000,24,11785
SeqPermutationFull,7500000,24,11834
SeqPermutationFull,10000000,24,11804
SeqPermutationFull,10000000,24,11757
SeqPermutationFull,10000000,24,11781
SeqPermutationFull,25000000,24,11774
SeqPermutationFull,25000000,24,11792
SeqPermutationFull,25000000,24,11787
SeqPermutationFull,50000000,24,11752
SeqPermutationFull,50000000,24,11735
SeqPermutationFull,50000000,24,11759
ParPermutation,25000,24,814
ParPermutation,25000,24,810
ParPermutation,25000,24,807
ParPermutation,50000,24,808
ParPermutation,50000,24,811
ParPermutation,50000,24,819
ParPermutation,75000,24,813
ParPermutation,75000,24,806
ParPermutation,75000,24,813
ParPermutation,100000,24,814
ParPermutation,100000,24,814
ParPermutation,100000,24,806
ParPermutation,250000,24,832
ParPermutation,250000,24,822
ParPermutation,250000,24,808
ParPermutation,500000,24,823
ParPermutation,500000,24,826
ParPermutation,500000,24,831
ParPermutation,750000,24,822
ParPermutation,750000,24,819
ParPermutation,750000,24,819
ParPermutation,1000000,24,829
ParPermutation,1000000,24,826
ParPermutation,1000000,24,825
ParPermutation,2500000,24,862
ParPermutation,2500000,24,852
ParPermutation,2500000,24,859
ParPermutation,5000000,24,884
ParPermutation,5000000,24,883
ParPermutation,5000000,24,890
ParPermutation,7500000,24,921
ParPermutation,7500000,24,924
ParPermutation,7500000,24,918
ParPermutation,10000000,24,953
ParPermutation,10000000,24,959
ParPermutation,10000000,24,965
ParPermutation,25000000,24,1181
ParPermutation,25000000,24,1178
ParPermutation,25000000,24,1185
ParPermutation,50000000,24,1571
ParPermutation,50000000,24,1586
ParPermutation,50000000,24,1568
ParPermutationFull,25000,24,16532
ParPermutationFull,25000,24,16556
ParPermutationFull,25000,24,16494
ParPermutationFull,50000,24,16568
ParPermutationFull,50000,24,16486
ParPermutationFull,50000,24,16552
ParPermutationFull,75000,24,16533
ParPermutationFull,75000,24,16471
ParPermutationFull,75000,24,16457
ParPermutationFull,100000,24,16554
ParPermutationFull,100000,24,16436
ParPermutationFull,100000,24,16517
ParPermutationFull,250000,24,16467
ParPermutationFull,250000,24,16519
ParPermutationFull,250000,24,16484
ParPermutationFull,500000,24,16548
ParPermutationFull,500000,24,16502
ParPermutationFull,500000,24,16533
ParPermutationFull,750000,24,16483
ParPermutationFull,750000,24,16542
ParPermutationFull,750000,24,16571
ParPermutationFull,1000000,24,16484
ParPermutationFull,1000000,24,16503
ParPermutationFull,1000000,24,16550
ParPermutationFull,2500000,24,16513
ParPermutationFull,2500000,24,16513
ParPermutationFull,2500000,24,16523
ParPermutationFull,5000000,24,16472
ParPermutationFull,5000000,24,16547
ParPermutationFull,5000000,24,16548
ParPermutationFull,7500000,24,16456
ParPermutationFull,7500000,24,16570
ParPermutationFull,7500000,24,16529
ParPermutationFull,10000000,24,16477
ParPermutationFull,10000000,24,16536
ParPermutationFull,10000000,24,16553
ParPermutationFull,25000000,24,16530
ParPermutationFull,25000000,24,16534
ParPermutationFull,25000000,24,16578
ParPermutationFull,50000000,24,16502
ParPermutationFull,50000000,24,16540
ParPermutationFull,50000000,24,16544
