algo,k,num_threads,time
ParPermutation,10000000,1,3384
ParPermutation,25000000,1,4279
ParPermutation,25000000,1,4290
ParPermutation,25000000,1,4280
ParPermutation,50000000,1,5926
ParPermutation,50000000,1,5914
ParPermutation,50000000,1,5912
ParPermutationFull,25000,1,84663
ParPermutationFull,25000,1,84696
ParPermutationFull,25000,1,84811
ParPermutationFull,50000,1,84920
ParPermutationFull,50000,1,85012
ParPermutationFull,50000,1,84918
ParPermutationFull,75000,1,84567
ParPermutationFull,75000,1,84809
ParPermutationFull,75000,1,84804
ParPermutationFull,100000,1,84686
ParPermutationFull,100000,1,84954
ParPermutationFull,100000,1,84887
ParPermutationFull,250000,1,84930
ParPermutationFull,250000,1,84921
ParPermutationFull,250000,1,84960
ParPermutationFull,500000,1,84626
ParPermutationFull,500000,1,84777
ParPermutationFull,500000,1,84968
ParPermutationFull,750000,1,85753
ParPermutationFull,750000,1,85971
ParPermutationFull,750000,1,85113
ParPermutationFull,1000000,1,85985
ParPermutationFull,1000000,1,85953
ParPermutationFull,1000000,1,84771
ParPermutationFull,2500000,1,84363
ParPermutationFull,2500000,1,85787
ParPermutationFull,2500000,1,85816
ParPermutationFull,5000000,1,85917
ParPermutationFull,5000000,1,85818
ParPermutationFull,5000000,1,85945
ParPermutationFull,7500000,1,85274
ParPermutationFull,7500000,1,85858
ParPermutationFull,7500000,1,85705
ParPermutationFull,10000000,1,85294
ParPermutationFull,10000000,1,85814
ParPermutationFull,10000000,1,85515
ParPermutationFull,25000000,1,85604
ParPermutationFull,25000000,1,85650
ParPermutationFull,25000000,1,85631
ParPermutationFull,50000000,1,85465
ParPermutationFull,50000000,1,85216
ParPermutationFull,50000000,1,84866
